user_index,item_index,rating
26,629,3
1404,206,5
971,11452,3
1408,5854,3
711,448,2
626,2054,5
1012,438,5
1014,328,4
857,1866,5
296,580,5
1718,3488,4
1869,7,2
1035,11939,2
500,909,1
1807,2598,2
1065,12227,1
965,8392,5
215,237,1
1092,403,5
1557,475,2
1353,14137,3
1654,379,4
1629,11034,3
442,241,3
820,4172,1
1850,873,5
1181,324,5
999,327,5
1075,651,2
1021,11797,1
1618,7451,3
1051,1822,3
1717,1049,5
144,651,2
755,9876,3
1617,6316,5
217,38,5
483,1633,3
317,244,5
1681,16205,3
583,5943,3
347,1184,3
1378,249,1
1126,6778,3
766,2565,1
1318,2471,1
335,370,5
612,8638,2
1265,13577,5
731,9625,2
1651,475,4
1480,1319,1
1309,3504,2
98,1055,1
557,1570,4
1237,12523,3
1368,3909,3
576,3919,3
903,274,4
1738,9692,4
825,10398,5
1876,17511,1
471,651,1
1195,251,2
983,799,3
1600,38,5
740,1418,1
277,122,4
972,1387,1
694,327,3
903,259,5
354,868,5
1695,1378,1
792,267,4
1687,16273,1
1012,1146,5
738,5150,1
1257,631,1
902,1537,5
1146,12853,4
521,200,1
1471,14831,3
1402,247,3
1265,13587,4
87,425,4
1521,2921,4
1811,2068,4
679,21,5
668,2547,5
1816,14228,1
1836,251,4
308,179,2
946,680,1
1632,240,4
650,8982,5
1135,442,5
1046,3443,5
636,110,4
1539,2965,4
447,4520,3
759,1898,3
774,10054,2
1245,282,1
726,649,2
1320,475,2
247,3892,5
152,416,2
12,542,4
1595,238,5
1576,3332,3
1403,14439,2
1036,916,1
277,1184,5
438,328,4
331,244,4
384,6312,2
1794,3598,4
1597,355,1
597,106,3
389,6339,1
238,4590,2
556,964,5
850,2532,1
721,9554,2
917,271,2
1138,1866,5
1304,9455,1
1508,3383,4
169,486,3
354,893,5
710,5191,1
413,6628,1
1834,17305,2
452,4085,4
1315,856,4
1410,14465,2
1069,677,3
391,6372,4
1347,1910,4
218,234,5
359,414,5
1515,14680,3
1317,179,5
683,38,5
1258,13544,2
962,372,5
1174,270,1
1292,5974,3
1736,103,5
1641,0,1
1118,244,5
899,5054,2
1677,3983,4
218,4331,4
304,856,2
1485,2528,3
144,139,1
1172,5635,1
79,2247,5
1143,178,2
1128,156,5
282,38,5
418,580,2
988,631,5
1669,16087,4
393,591,2
1422,45,4
891,664,4
1058,10515,2
524,7761,5
293,3676,3
54,993,5
1577,668,5
1652,1957,3
1421,14520,2
1043,315,2
1846,383,2
1883,15763,1
592,238,5
909,2750,2
894,6191,5
815,2590,5
1347,5748,3
1388,14382,1
1153,425,1
1039,2328,3
1389,103,2
393,6411,2
164,3571,2
1771,3676,4
147,108,4
182,3542,1
1779,146,5
1464,4379,5
1758,7935,4
357,6038,4
310,254,3
212,251,5
1525,247,5
1033,596,1
1338,282,4
414,6641,4
1801,1639,4
250,414,4
453,183,2
1846,2598,2
1441,177,2
1150,568,3
1521,273,4
1198,659,3
1099,12458,1
494,7497,1
760,3009,3
931,1334,5
1770,16888,5
1455,255,5
972,1741,1
1428,4050,4
973,8233,2
1426,38,5
1638,848,3
651,2279,3
875,6415,2
1874,2645,4
75,633,2
1743,3209,1
9,243,3
1290,161,5
767,880,1
1803,1780,4
553,631,5
854,3897,4
295,5329,2
1181,629,5
243,4137,3
328,238,5
478,2468,2
876,5271,1
83,591,1
1090,10780,5
1106,667,1
183,2208,5
665,238,5
318,5564,4
1559,30,3
722,9566,2
803,403,5
939,11252,2
989,11568,1
1575,1049,1
1607,5,3
1443,374,2
1079,1134,3
1683,629,4
1079,3556,4
817,478,3
625,3014,5
389,2597,1
104,2720,2
1135,2590,5
745,9746,1
1341,755,5
1275,992,1
1761,16851,1
216,328,5
1021,4442,1
824,868,4
526,7795,4
530,1041,2
1596,151,5
1147,12860,1
599,8505,1
399,629,4
590,411,5
1790,1359,2
1056,10613,4
78,2206,4
1719,16527,2
129,863,1
916,282,3
1219,13307,1
703,2569,3
557,851,4
1277,481,1
230,2895,2
1721,16530,3
36,1232,1
912,560,2
1718,16520,2
1867,2332,2
1479,3383,5
75,262,3
1084,2469,5
451,1376,3
599,8488,1
1202,13178,4
1088,10100,4
895,549,2
1526,5769,3
839,241,5
981,244,5
1173,2356,2
109,1372,5
321,5623,1
1839,3314,1
1631,11044,1
1117,12638,1
999,448,5
1223,3314,1
1561,1866,5
798,202,2
1267,435,3
13,146,4
1336,1418,4
602,867,1
135,3177,1
914,319,2
1335,13967,1
185,2533,1
271,4991,1
501,905,1
1129,176,4
1395,1946,3
1394,389,1
5,256,5
1807,2597,4
1363,227,1
652,276,5
718,1361,1
1839,654,2
1040,103,5
123,3042,5
682,9280,1
757,3307,1
18,737,4
356,406,5
1206,5768,4
679,1103,4
1221,483,1
347,3520,4
259,265,1
1025,11837,1
1460,1055,5
451,176,2
797,654,2
1818,1413,2
1052,12084,2
5,254,5
165,313,5
1538,922,1
1039,237,3
523,6891,2
339,4617,2
631,5674,2
122,2721,5
655,8992,1
261,1498,2
1183,1718,4
1306,5280,3
1485,243,4
1449,863,2
1574,2461,4
723,651,5
200,4113,1
1371,488,5
1245,9267,1
596,2827,4
469,241,4
527,139,3
147,138,5
550,494,1
1163,139,5
329,1049,4
1632,106,4
803,461,2
690,8396,5
39,1337,3
1091,12410,5
938,249,5
502,237,5
1883,12660,1
644,1195,5
1638,112,3
325,2776,4
1331,1639,3
1165,280,3
527,969,2
750,3139,5
1126,12733,3
92,2517,3
1593,247,4
429,155,3
1765,476,3
1823,289,1
168,3604,3
749,9819,1
788,6599,3
942,736,4
1258,549,4
658,21,1
188,176,3
1876,17515,1
784,5012,2
1361,1023,4
770,565,4
1481,176,3
1880,327,4
1283,2557,1
1580,982,2
1548,854,5
30,1065,5
1707,1042,2
1312,630,3
1124,6948,4
1615,3373,3
864,178,5
1808,868,5
239,4321,3
1889,4940,5
1636,414,3
64,255,3
774,10065,2
1031,139,2
1525,38,5
1723,169,4
1320,12323,1
1258,14,3
1644,244,3
1567,5687,4
233,4512,3
627,206,4
20,804,3
281,909,2
965,394,5
1799,549,3
667,870,4
1407,139,1
1446,14650,3
1711,752,3
1820,375,3
468,696,2
467,1766,1
112,1846,3
1785,10063,4
1423,301,3
1075,380,2
45,629,1
10,452,5
1381,3357,4
1352,1023,2
192,3982,4
1122,662,4
1702,16422,1
754,395,2
933,103,3
137,1574,5
112,45,3
1627,6015,2
762,139,1
1150,12873,4
1494,639,4
1120,0,2
725,38,5
808,108,4
1811,178,4
615,4808,3
916,140,5
694,651,2
398,5877,4
1144,1495,2
1160,994,5
1489,3981,5
1680,868,5
950,6428,4
1461,362,3
850,6441,1
330,2112,1
901,280,3
1800,176,5
1707,4379,2
1304,901,1
241,249,1
1221,567,2
388,624,5
1702,103,2
459,657,5
1844,410,4
367,6170,1
624,8797,1
1255,215,2
1882,5376,4
1123,5634,3
1388,1738,1
213,475,3
610,3844,3
1820,147,2
745,102,1
1683,240,2
577,8301,5
1506,15085,1
367,1738,2
442,2471,2
2,133,3
1429,159,5
686,1167,1
1048,944,1
347,1892,2
1310,5690,4
1185,248,2
1557,2015,3
1403,2395,2
821,328,3
1376,8333,5
1406,691,5
168,1489,4
479,757,4
539,7901,1
699,9411,2
712,1498,2
261,2015,4
892,1642,4
926,654,3
118,1507,5
193,2753,5
754,2,2
1143,14,4
919,1908,1
58,1731,3
527,1473,2
1068,11938,2
1577,5921,5
858,793,2
1567,5371,4
1302,629,2
958,749,1
689,657,5
900,1879,3
1247,1901,3
1606,3617,1
1352,9258,2
1486,1004,3
329,5698,2
550,1415,1
1253,12575,4
1770,188,4
1601,21,5
814,8052,2
641,301,2
1058,1339,3
1739,1986,2
974,1766,1
1438,657,4
596,8448,4
404,6494,3
871,5127,2
375,2492,5
1856,416,5
1124,12709,5
156,3474,3
212,298,5
612,4328,1
631,106,2
783,4550,2
1049,816,1
530,391,2
1435,786,2
905,3307,3
1714,103,3
1266,282,2
1634,1979,1
945,4262,5
1155,637,5
857,633,5
1236,249,4
167,557,4
575,1473,5
1700,9692,5
923,3523,1
4,212,1
662,1192,1
1709,839,3
219,3555,3
1097,49,3
1559,121,2
882,1081,1
294,1338,3
846,3243,5
618,8760,2
383,6305,1
297,416,5
736,1199,5
891,293,3
1534,1,2
1226,144,3
339,3110,2
1422,3576,4
1327,169,1
457,1600,3
1631,2509,1
147,366,5
342,665,5
691,2590,5
143,3277,5
601,368,5
975,11484,1
452,1078,2
233,137,3
996,991,5
1851,249,5
400,136,5
1138,651,1
810,3123,3
1244,1938,2
334,3820,5
1191,46,2
1039,1358,2
638,3130,5
1138,12801,1
1458,8032,2
1314,391,4
1060,2918,3
480,2756,3
807,1199,1
1543,15296,2
1183,397,2
1577,161,5
309,238,3
1315,3676,5
1355,5095,5
296,656,3
564,2678,2
1031,416,4
608,2715,1
619,651,4
75,1517,5
244,179,4
767,9999,1
62,763,5
1312,5699,1
484,2214,2
1439,2475,5
919,9495,1
1332,13942,3
1014,269,4
1650,15967,4
1678,790,2
197,251,1
668,2783,5
1238,3321,3
1105,116,3
992,489,3
80,909,3
1260,3024,4
233,4503,3
745,1975,1
1083,568,3
490,1202,5
317,257,3
283,653,3
901,880,2
1247,13484,3
273,5013,3
934,1194,2
440,657,1
1008,1368,4
1031,38,5
800,7153,2
318,38,5
1134,1159,4
1269,935,3
993,11600,4
1026,11872,1
135,799,3
439,267,4
1666,639,4
1736,1134,5
713,161,3
369,6206,2
1353,14124,3
1127,704,5
646,8943,2
717,257,3
823,2400,1
1753,275,4
726,1001,1
604,1049,3
360,1365,4
720,9548,5
1333,263,1
1478,7083,1
1343,1202,2
356,190,4
165,2392,5
1859,9025,4
211,1502,5
1274,1036,1
338,5805,1
1587,1810,1
930,11222,2
1707,9380,2
256,4317,2
969,38,4
246,3737,3
1011,11746,4
1654,1476,3
209,1430,5
1590,653,1
12,545,4
696,3156,3
1243,1055,2
501,2031,3
899,10985,1
660,1328,1
290,810,2
1189,656,4
1642,10577,1
949,7547,1
1493,1621,3
765,2541,1
1146,639,3
1017,182,3
1469,1866,3
1613,15751,5
495,291,2
1852,823,5
856,10625,2
1273,7430,2
597,148,3
326,5676,1
1713,492,5
1203,4963,1
337,136,4
465,416,2
1111,19,5
1588,8045,2
1117,147,1
261,4860,1
372,2925,4
1590,1107,1
1876,17506,1
610,4033,2
1421,1844,4
365,237,2
1480,14052,2
1469,629,4
686,1319,4
843,3963,4
572,1303,3
39,1334,5
445,178,3
1044,12001,2
473,1335,2
430,1,1
44,490,4
1306,325,4
818,277,3
573,1411,4
428,6815,5
1714,798,5
19,768,5
352,987,1
1416,654,5
393,997,2
1699,16385,2
184,1774,4
14,592,4
1558,15460,4
1713,293,5
392,481,1
1711,571,5
1025,11828,2
721,2316,2
556,7050,5
1219,13292,1
155,16,3
1300,7076,3
1275,12273,1
1238,1663,4
1720,16,2
902,468,4
635,1034,5
572,897,3
654,3411,5
1077,11027,3
1521,1002,4
1514,267,1
1860,17426,1
339,254,4
1598,3121,2
1383,241,5
1673,2509,3
1820,1349,2
206,1372,2
818,405,4
1621,161,3
769,1317,2
157,3043,5
907,11027,4
301,280,5
849,816,4
214,4295,1
1793,17040,1
836,2717,3
325,362,2
753,717,4
66,804,3
652,855,4
1480,1916,2
943,139,5
1093,1419,5
1119,112,5
244,2124,3
553,1659,2
429,6830,2
466,241,5
1802,4319,5
1672,880,4
5,274,4
1431,951,5
1208,7379,2
756,475,4
1385,45,5
1826,4497,3
1514,629,5
462,4450,3
969,635,2
1573,763,3
239,389,5
162,3553,3
815,641,4
1015,457,4
884,112,3
598,2992,3
982,560,5
980,248,3
968,293,1
646,816,2
1269,9888,4
380,382,1
912,11089,2
278,1051,5
18,259,2
1886,488,5
1553,14,3
818,651,3
1759,374,3
191,779,1
1222,13326,4
867,179,2
1159,12944,1
1814,5650,3
1050,3064,5
1753,1049,4
1307,129,2
691,1344,3
762,9941,2
283,2786,3
1846,2610,4
403,174,3
1599,136,3
931,171,4
616,8731,5
211,904,5
1270,384,5
291,5276,4
1812,156,1
1814,461,3
734,9646,3
605,182,5
96,183,4
1257,1412,1
21,240,4
497,2378,2
1048,2406,2
233,4510,4
645,565,4
1701,16393,5
1502,156,3
158,146,3
794,5738,1
9,413,5
1428,14562,3
1179,408,2
1621,14,5
1777,14290,3
246,2485,4
1274,4138,1
1571,1831,5
1683,237,4
1519,38,1
550,237,2
587,7617,1
166,1026,4
142,3253,3
308,273,4
1311,13842,4
813,5986,3
804,3965,2
1599,179,1
596,8461,3
757,278,1
98,147,1
1195,1195,2
21,249,5
661,674,3
700,1634,1
162,1159,4
927,179,3
608,948,1
914,1972,2
470,272,5
1105,5912,3
1823,630,1
1278,564,3
823,112,1
1791,8971,2
115,448,4
354,886,5
632,3234,5
915,3327,2
1223,494,1
1532,3083,4
1638,15497,4
1586,327,4
1091,12413,5
203,4159,1
814,249,4
167,456,4
1062,1340,1
1821,408,4
619,1416,1
490,988,4
1778,16933,4
970,383,5
1592,156,2
692,4450,1
1863,17460,2
149,1159,5
1844,4622,3
751,629,5
812,504,4
1246,6284,5
1798,17077,2
1515,327,3
1826,4468,4
573,7746,3
241,740,1
1712,7045,3
116,2922,1
122,1766,5
1808,183,5
1013,11759,1
14,38,5
1568,11280,4
1470,913,4
605,8555,1
1017,2506,3
1539,1478,4
1523,476,1
499,2921,2
781,5154,1
303,5434,2
119,1676,5
1429,1378,4
978,8045,5
1508,1494,3
1570,8689,3
1869,1050,2
1872,17485,5
1102,12514,1
170,3633,1
934,3139,3
906,1886,2
254,3009,4
1310,6454,4
974,1317,1
764,1159,5
969,6789,2
1113,12598,1
1531,549,1
1396,1473,3
1527,339,4
622,1447,5
1239,13421,1
805,140,3
911,749,1
1611,932,5
1388,2923,3
960,1465,2
1387,5995,1
1671,4541,1
402,790,5
399,280,5
598,564,1
1096,7076,5
1773,1577,4
1751,1676,5
326,5679,1
1350,178,1
756,238,5
737,488,4
925,3676,1
1730,2790,1
231,2435,2
476,2289,2
229,2471,4
877,1010,2
1035,851,2
1492,14960,3
696,695,4
1030,11916,2
1711,715,3
337,4959,5
1800,436,3
683,20,5
224,1371,5
1224,467,4
1611,15742,2
1698,2120,3
330,486,1
807,4563,2
1808,660,5
861,156,2
431,6510,4
1013,11748,2
791,238,5
327,2137,5
1045,629,5
174,103,3
1437,1541,1
1010,241,4
681,4,2
145,2012,2
755,448,5
1890,17608,3
1429,807,4
955,282,4
283,183,4
972,6243,1
325,5656,5
1448,10482,4
1692,237,4
227,237,4
269,726,5
607,1574,1
98,38,1
1609,569,5
363,16,5
1422,1866,2
1369,293,3
413,6631,1
222,4378,5
407,4952,4
474,1961,5
863,2610,5
1570,494,4
1247,1592,3
866,103,3
1232,10540,4
1833,1729,4
1283,1339,2
1319,13862,2
440,1192,4
318,206,5
64,1870,2
369,1976,5
8,394,3
1132,169,3
240,1254,3
1596,2667,4
1406,10699,3
1017,2521,2
20,130,3
69,483,3
1267,278,3
884,1382,2
211,453,5
965,4543,5
1475,174,3
686,1331,1
8,372,5
1608,291,4
168,2904,4
1431,14582,5
894,473,4
998,11662,1
1483,368,4
483,3238,2
1311,416,2
1733,327,3
69,1963,4
1069,1060,2
1647,3047,2
273,629,2
795,225,5
240,1261,2
1569,2029,3
364,6121,3
379,1800,4
1276,816,1
1398,480,2
129,16,1
135,3,1
1241,490,5
132,210,5
584,882,4
1489,10138,4
1288,13712,2
959,2976,2
655,238,5
1172,13025,1
1360,1356,5
1148,5841,4
106,2748,4
353,5994,1
160,2306,4
407,461,5
1181,38,5
676,9179,2
382,106,2
440,811,2
884,176,3
271,4976,1
266,802,3
663,1202,4
531,277,4
660,1070,1
1536,3383,3
169,411,2
1008,8239,2
784,1816,5
317,651,5
570,3156,4
1712,497,5
1420,998,5
233,895,3
1681,10238,3
1863,457,2
1709,278,4
1104,12531,2
1738,9788,4
326,475,1
802,4225,2
1221,2130,1
565,8207,1
1041,238,5
1551,379,5
1265,13591,4
951,11298,1
882,3043,1
535,7853,1
1637,1328,2
1771,179,5
1103,12515,5
1287,498,5
465,16,1
1372,807,4
1127,497,5
249,136,1
934,2213,2
1067,387,4
934,1184,2
1837,277,2
953,6323,1
1250,13495,1
1789,5271,2
684,270,2
630,1372,1
202,837,3
1288,13708,2
1499,2912,3
465,1866,1
1582,14754,3
1078,8423,3
1066,1041,2
1455,14677,5
843,6646,4
1870,448,5
1533,1001,1
558,8105,3
582,1302,5
821,970,2
1366,38,4
8,388,3
821,10377,2
1713,494,5
847,1708,4
1724,166,5
569,1375,1
518,282,2
962,5843,4
1586,259,2
61,1353,3
1077,12332,4
1659,11274,1
605,798,4
1809,328,4
1010,405,2
1165,103,4
1675,6752,1
598,7894,1
1376,1131,1
1095,384,4
369,672,2
877,10803,2
1357,796,2
1121,12682,1
1549,488,3
1568,1353,4
418,176,2
1269,139,3
1122,909,3
563,4073,4
313,219,5
1454,486,4
302,1319,4
697,416,4
1341,2315,1
1252,103,5
363,38,5
1124,12713,4
1587,1792,2
1237,13414,3
1825,17239,5
848,2783,2
6,296,4
768,1474,1
1762,4809,4
553,651,5
322,5640,1
1684,533,1
884,5120,5
1308,4,1
896,177,1
968,11436,2
838,1055,5
1149,152,2
1236,7346,2
1200,7439,2
217,249,4
1636,249,5
1444,14636,2
435,282,4
1045,997,2
434,2342,2
302,5238,3
127,414,2
1705,16444,2
270,16,1
548,7996,4
830,353,4
1577,9967,5
599,4457,1
662,121,2
1194,13120,1
671,3389,2
1136,5907,4
1210,6826,2
1139,171,3
1355,14190,4
499,129,2
280,1773,3
63,1851,4
691,441,3
119,2984,2
1687,4550,2
775,2283,1
787,10175,1
512,1232,3
51,1564,1
538,7875,1
64,271,2
1828,372,3
466,250,5
1100,2280,3
980,282,5
1259,156,4
1493,1372,4
423,6762,3
1642,196,1
558,4788,4
1692,861,3
1026,408,2
1524,9776,5
1641,5709,1
1293,738,5
1210,691,5
1439,992,3
258,904,4
1252,13509,4
1130,2532,3
1144,935,2
177,108,3
473,400,2
1870,176,2
1063,2423,4
1718,151,2
1034,639,3
1254,238,1
880,10839,1
1737,4017,2
706,321,4
1381,2280,3
1334,997,5
1732,14,4
1806,17147,3
708,2923,2
779,438,5
152,3410,2
793,249,4
1370,3010,4
139,273,3
1106,12549,1
222,278,5
586,922,5
663,8952,3
1090,2415,5
1748,680,3
661,816,2
7,322,5
738,1365,1
848,1147,3
1852,3335,4
1019,3017,4
818,10354,3
111,2842,4
1636,4,4
591,1604,1
1039,309,2
1807,3810,3
305,636,1
1528,418,1
185,3878,1
1717,851,4
1681,9437,2
1435,14598,3
333,436,3
1864,17464,4
1861,651,5
277,5119,4
1612,267,4
482,37,2
959,6594,2
1535,176,1
437,1074,4
469,325,5
863,10619,4
1516,15144,3
17,718,2
123,155,5
744,549,1
873,6803,2
1859,5555,5
1550,15350,2
202,1788,3
1152,4557,5
1079,444,5
1060,1633,5
1417,653,3
1085,2734,2
1697,1065,3
514,897,3
948,179,2
719,3907,1
957,11360,4
1642,279,1
1454,448,5
1658,102,1
1364,37,4
1742,683,1
192,3999,2
465,492,1
1286,6457,4
1497,951,2
875,1476,1
306,1051,3
9,293,3
1289,1424,4
1184,552,3
709,6075,3
744,526,1
167,357,5
1820,498,2
1065,12233,1
1524,1107,3
1618,10417,3
1055,2854,3
513,7614,1
586,38,5
238,4587,3
753,786,4
948,2029,2
21,387,5
971,2959,3
532,227,3
436,6917,3
814,274,2
8,401,2
102,1312,5
1162,12854,2
602,759,3
1881,263,1
742,45,2
1334,304,5
215,248,1
1430,1829,1
1133,868,2
708,492,1
1182,380,4
816,2018,3
523,1050,2
1582,13881,2
1349,2678,2
1445,242,5
27,1002,2
971,169,4
54,420,5
861,4145,3
1143,2213,2
1232,4965,2
281,1866,3
954,873,2
852,4948,4
430,2214,1
327,3272,4
1765,421,2
164,1334,4
201,112,4
1083,390,2
1266,273,1
1535,362,2
1537,1817,5
1279,378,4
1483,3885,3
907,10478,5
435,336,3
176,1139,1
1700,11316,5
772,951,5
856,1191,3
1523,1049,5
1600,916,2
1847,10359,1
28,1012,5
938,1466,3
290,5258,4
132,1049,5
979,451,2
880,7623,3
1664,1317,3
1493,2767,3
254,473,5
1312,262,2
1843,1384,1
113,928,5
36,1203,1
1497,15018,3
1481,14884,3
1538,4737,1
924,998,2
272,3881,2
598,3722,3
1702,1064,2
647,808,1
1144,12844,1
1074,265,3
631,244,3
1346,3623,5
1141,135,4
1585,1508,4
33,752,5
604,238,5
290,5253,4
973,565,2
322,5641,1
877,7812,2
888,249,4
129,493,2
1184,400,2
1126,179,4
435,1744,3
1834,12402,1
1384,236,5
1250,3992,2
177,958,4
1032,14,2
387,636,5
58,1721,4
1215,13270,3
1147,3226,1
654,5674,5
75,2115,1
1639,15895,4
1890,17614,2
1406,103,4
337,943,4
1306,274,4
1747,328,4
1253,152,5
648,5563,1
322,1800,1
104,2522,4
309,478,3
1288,13713,1
1605,816,1
1676,854,5
884,7464,3
449,7049,3
1636,247,3
805,10269,2
1004,10084,1
989,1473,1
1603,3967,2
291,319,4
555,1302,5
847,30,5
711,277,3
815,10337,5
1305,1829,4
323,1593,1
1335,5591,1
1567,462,3
688,362,3
591,867,2
931,659,4
415,6672,1
781,1055,1
585,176,4
251,2278,2
255,4780,4
977,484,3
568,2074,2
393,120,3
1375,4541,5
421,1374,1
813,1296,5
1236,255,2
844,1148,4
367,2283,1
1520,122,5
376,6231,4
1617,15766,4
1288,13718,1
1218,1196,2
103,2689,4
1880,206,4
1659,8153,1
674,5647,4
473,1253,2
456,816,3
1386,3015,5
1324,3401,5
989,1041,2
568,2058,3
951,668,1
303,5415,5
1507,9657,2
1261,139,3
211,4135,5
1825,17246,5
1684,9059,1
577,448,5
1252,13515,3
872,2151,4
466,263,4
1477,390,5
1712,9005,2
65,566,2
1219,13288,1
1201,4073,1
1440,14,4
1136,12794,3
232,1141,5
1037,414,1
1668,16054,1
759,4225,4
1622,1353,1
688,152,3
968,158,4
1363,12125,1
1104,2763,2
232,321,3
196,4073,1
1125,238,4
484,579,2
55,837,1
1462,14737,1
1080,4942,2
1308,248,2
1464,1938,5
109,45,1
1551,807,4
644,8904,5
1591,4453,4
1834,17307,1
471,639,4
977,4551,2
446,639,1
1419,374,2
539,1048,1
557,237,4
647,6850,1
545,183,5
1697,183,5
1412,1388,2
78,1068,3
750,16,5
230,4464,3
1320,2113,2
758,9882,3
774,1965,2
1007,11731,4
1366,3116,1
1532,15215,3
206,1374,2
1211,813,2
668,1148,5
8,103,2
959,1337,2
120,1202,2
1766,497,5
361,6078,5
696,994,3
1563,7438,1
482,1140,3
325,1575,2
204,4176,1
1553,5335,2
569,177,1
544,3423,5
1198,4039,4
470,494,5
40,29,4
97,2553,5
921,1796,4
361,2163,5
872,763,3
1095,12432,4
1116,2717,1
1332,6,3
1255,2269,5
1747,916,4
537,1676,4
925,48,1
1128,12744,3
1719,385,3
90,629,5
917,11142,1
1675,5143,3
1413,1067,5
1523,1067,2
223,103,5
1030,867,3
1370,14315,1
1825,17244,5
914,11128,2
1521,451,5
36,1239,1
1794,3142,4
761,9916,1
807,5348,1
1263,867,4
866,8,3
652,140,4
1292,5646,2
990,2214,3
289,493,1
1262,704,3
869,685,1
317,266,3
999,11673,5
1072,1055,4
627,52,4
1877,1474,4
117,538,1
378,206,5
1632,242,4
18,651,4
701,9445,2
937,176,5
1383,259,4
849,10044,4
1585,2645,4
526,530,5
1717,1866,4
910,325,4
1780,373,3
1587,9724,1
1625,15822,1
