user_index,item_index,rating
4,216,1
4,217,1
4,218,1
4,219,1
4,220,1
4,221,1
4,222,1
4,223,1
4,224,1
4,225,1
4,226,1
4,227,1
4,228,1
4,229,1
4,230,1
4,231,1
4,232,1
4,233,1
4,234,1
4,235,1
4,236,1
5,4,5
5,16,5
5,38,5
5,206,5
5,237,5
5,238,5
5,239,5
5,240,5
5,241,5
5,242,5
5,243,5
5,244,5
5,245,5
5,246,5
5,247,5
5,248,5
5,249,5
5,250,5
5,251,5
5,252,5
5,253,5
5,254,5
5,255,5
5,256,5
5,257,5
5,258,5
5,259,5
5,260,5
5,261,5
5,262,5
5,263,5
5,264,5
5,265,5
5,266,5
5,267,4
5,268,4
5,269,4
5,270,4
5,271,4
5,272,4
5,273,4
5,274,4
5,275,4
5,276,4
5,277,4
5,278,4
5,279,4
5,280,4
5,281,4
5,282,4
6,20,2
6,38,5
6,46,3
6,200,3
6,206,4
6,214,4
6,237,4
6,238,5
6,240,4
6,241,5
6,244,5
6,245,5
6,247,4
6,249,3
6,251,4
6,260,3
6,272,4
6,283,5
6,284,5
6,285,5
6,286,5
6,287,5
6,288,5
6,289,5
6,290,5
6,291,4
6,292,4
6,293,4
6,294,4
6,295,4
6,296,4
6,297,4
6,298,4
6,299,4
6,300,4
6,301,4
6,302,4
6,303,4
6,304,4
6,305,3
6,306,3
6,307,3
6,308,3
6,309,3
6,310,3
6,311,3
6,312,2
6,313,2
6,314,2
6,315,2
7,316,4
7,317,5
7,318,5
7,319,5
7,320,5
7,321,5
7,322,5
7,323,4
7,324,4
7,325,4
7,326,4
7,327,4
7,328,4
7,329,4
7,330,4
7,331,4
7,332,4
7,333,4
7,334,4
7,335,4
7,336,4
7,337,4
7,338,4
7,339,4
7,340,4
7,341,4
7,342,4
7,343,3
7,344,3
7,345,3
7,346,3
7,347,3
7,348,3
7,349,3
7,350,3
7,351,3
7,352,3
7,353,3
7,354,3
7,355,3
7,356,3
7,357,3
7,358,3
7,359,3
7,360,3
7,361,3
7,362,3
7,363,3
7,364,3
7,365,3
8,103,2
8,108,3
8,145,5
8,148,5
8,149,3
8,157,3
8,166,4
8,168,3
8,174,5
8,177,3
8,178,5
8,366,5
8,367,5
8,368,5
8,369,5
8,370,5
8,371,5
8,372,5
8,373,5
8,374,5
8,375,4
8,376,4
8,377,4
8,378,4
8,379,4
8,380,4
8,381,4
8,382,4
8,383,4
8,384,4
8,385,4
8,386,3
8,387,3
8,388,3
8,389,3
8,390,3
8,391,3
8,392,3
8,393,3
8,394,3
8,395,3
8,396,3
8,397,3
8,398,2
8,399,2
8,400,2
8,401,2
8,402,2
8,403,2
8,404,2
9,16,3
9,38,5
9,106,5
9,179,3
9,183,4
9,237,4
9,238,5
9,241,4
9,243,3
9,244,4
9,249,3
9,250,3
9,253,5
9,255,3
9,274,3
9,276,3
9,278,4
9,293,3
9,298,3
9,405,5
9,406,5
9,407,5
9,408,5
9,409,5
9,410,5
9,411,5
9,412,5
9,413,5
9,414,5
9,415,5
9,416,5
9,417,5
9,418,4
9,419,4
9,420,4
9,421,4
9,422,4
9,423,4
9,424,4
9,425,4
9,426,3
9,427,3
9,428,3
9,429,3
9,430,3
9,431,3
9,432,3
9,433,3
9,434,3
9,435,3
10,21,5
10,138,5
10,140,5
10,179,5
10,237,5
10,249,5
10,282,5
10,293,5
10,327,5
10,328,5
10,355,5
10,357,5
10,416,5
10,436,5
10,437,5
10,438,5
10,439,5
10,440,5
10,441,5
10,442,5
10,443,5
10,444,5
10,445,5
10,446,5
10,447,5
10,448,5
10,449,5
10,450,5
10,451,5
10,452,5
10,453,5
10,454,5
10,455,5
10,456,5
10,457,5
10,458,5
10,459,5
10,460,5
10,461,5
10,462,5
10,463,5
10,464,5
10,465,5
10,466,5
10,467,5
10,468,5
10,469,5
10,470,5
10,471,5
10,472,5
11,4,1
11,16,1
11,38,5
11,122,1
11,177,1
11,241,1
11,244,1
11,247,1
11,248,1
11,249,1
11,251,1
11,259,1
11,265,1
11,267,1
11,274,1
11,277,1
11,282,1
11,293,1
11,298,1
11,301,1
11,328,1
11,411,1
11,416,1
11,448,1
11,473,1
11,474,1
11,475,1
11,476,1
11,477,1
11,478,1
11,479,1
11,480,1
11,481,1
11,482,1
11,483,1
11,484,1
11,485,1
11,486,1
11,487,1
11,488,1
11,489,1
11,490,1
11,491,1
11,492,1
11,493,1
11,494,1
11,495,1
11,496,1
11,497,1
11,498,1
12,499,5
12,500,5
12,501,5
12,502,5
12,503,5
12,504,5
12,505,5
12,506,5
12,507,5
12,508,5
12,509,5
12,510,5
12,511,4
12,512,4
12,513,4
12,514,4
12,515,4
12,516,4
12,517,4
12,518,4
12,519,4
12,520,4
12,521,4
12,522,4
12,523,4
12,524,4
12,525,4
12,526,4
12,527,4
12,528,4
12,529,4
12,530,4
12,531,4
12,532,4
12,533,4
12,534,4
12,535,4
12,536,4
12,537,4
12,538,4
12,539,4
12,540,4
12,541,4
12,542,4
12,543,4
12,544,4
12,545,4
12,546,4
12,547,4
12,548,4
13,18,3
13,103,4
13,108,3
13,146,4
13,152,3
13,154,4
13,161,3
13,164,3
13,167,3
13,171,3
13,176,4
13,182,4
13,215,3
13,379,4
13,461,4
13,549,5
13,550,5
13,551,4
13,552,4
13,553,4
13,554,4
13,555,4
13,556,4
13,557,4
13,558,4
13,559,4
13,560,4
13,561,4
13,562,4
13,563,4
13,564,3
13,565,3
13,566,3
13,567,3
13,568,3
13,569,3
13,570,3
13,571,3
13,572,3
13,573,3
13,574,3
13,575,3
13,576,3
13,577,3
13,578,3
13,579,3
13,580,3
13,581,3
13,582,3
13,583,3
14,38,5
14,110,4
14,295,3
14,336,2
14,482,3
14,584,5
14,585,4
14,586,4
14,587,4
14,588,4
14,589,4
14,590,4
14,591,4
14,592,4
14,593,4
14,594,4
14,595,3
14,596,3
14,597,3
14,598,3
14,599,3
14,600,3
14,601,3
14,602,3
14,603,3
14,604,3
14,605,3
14,606,3
14,607,3
14,608,3
14,609,3
14,610,2
14,611,2
14,612,2
14,613,2
14,614,2
14,615,2
14,616,2
14,617,2
14,618,2
14,619,2
14,620,2
14,621,2
14,622,2
14,623,2
14,624,2
14,625,2
14,626,2
14,627,2
14,628,2
15,5,3
15,16,3
15,38,5
15,178,4
15,179,2
15,237,2
15,238,2
15,241,2
15,247,3
15,249,5
15,255,2
15,273,3
15,274,3
15,293,5
15,353,2
15,411,5
15,414,3
15,416,5
15,448,5
15,476,2
15,478,3
15,488,2
15,494,4
15,498,5
15,629,5
15,630,5
15,631,5
15,632,4
15,633,4
15,634,4
15,635,4
15,636,4
15,637,4
15,638,3
15,639,3
15,640,3
15,641,3
15,642,3
15,643,2
15,644,2
15,645,2
15,646,2
15,647,2
15,648,2
15,649,2
15,650,2
15,651,2
15,652,2
15,653,2
15,654,2
16,5,2
16,14,3
16,20,4
16,21,4
16,37,3
16,112,3
16,123,3
16,139,4
16,169,4
16,176,4
16,179,4
16,328,3
16,339,4
16,461,4
16,483,4
16,655,5
16,656,5
16,657,5
16,658,4
16,659,4
16,660,4
16,661,4
16,662,4
16,663,4
16,664,4
16,665,4
16,666,4
16,667,4
16,668,4
16,669,4
16,670,3
16,671,3
16,672,3
16,673,3
16,674,3
16,675,3
16,676,3
16,677,3
16,678,3
16,679,3
16,680,3
16,681,3
16,682,3
16,683,3
16,684,3
16,685,3
16,686,2
16,687,2
16,688,2
16,689,2
17,5,2
17,37,2
17,90,5
17,112,2
17,150,2
17,454,2
17,462,3
17,690,4
17,691,4
17,692,3
17,693,3
17,694,3
17,695,3
17,696,3
17,697,3
17,698,3
17,699,3
17,700,3
17,701,2
17,702,2
17,703,2
17,704,2
17,705,2
17,706,2
17,707,2
17,708,2
17,709,2
17,710,2
17,711,2
17,712,2
17,713,2
17,714,2
17,715,2
17,716,2
17,717,2
17,718,2
17,719,2
17,720,2
17,721,2
17,722,2
17,723,2
17,724,2
17,725,2
17,726,2
17,727,2
17,728,2
17,729,2
17,730,2
17,731,2
17,732,2
18,4,5
18,16,3
18,20,2
18,38,4
18,237,4
18,238,5
18,241,4
18,242,4
18,244,2
18,247,2
18,248,4
18,249,3
18,251,2
18,255,2
18,259,2
18,267,3
18,274,3
18,301,2
18,411,4
18,415,2
18,416,3
18,426,4
18,473,2
18,481,2
18,485,5
18,493,3
18,610,2
18,624,3
18,629,2
18,631,2
18,636,4
18,651,4
18,733,4
18,734,4
18,735,4
18,736,4
18,737,4
18,738,3
18,739,3
18,740,3
18,741,3
18,742,2
18,743,2
18,744,2
18,745,2
18,746,2
18,747,2
18,748,2
18,749,2
18,750,2
19,362,4
19,453,5
19,464,5
19,751,5
19,752,5
19,753,5
19,754,5
19,755,5
19,756,5
19,757,5
19,758,5
19,759,5
19,760,5
19,761,5
19,762,5
19,763,5
19,764,5
19,765,5
19,766,5
19,767,5
19,768,5
19,769,5
19,770,5
19,771,5
19,772,5
19,773,5
19,774,5
19,775,5
19,776,4
19,777,4
19,778,4
19,779,4
19,780,4
19,781,4
19,782,4
19,783,4
19,784,4
19,785,4
19,786,4
19,787,4
19,788,4
19,789,4
19,790,4
19,791,4
19,792,4
19,793,4
19,794,4
19,795,4
19,796,4
19,797,4
20,798,3
20,21,5
20,101,3
20,108,4
20,112,2
20,130,3
20,169,2
20,175,3
20,176,2
20,182,4
20,370,2
20,386,3
20,461,4
20,549,4
20,565,2
20,657,2
20,799,5
20,800,5
20,801,5
20,802,4
20,803,4
20,804,3
20,805,3
20,806,3
20,807,3
20,808,3
20,809,3
20,810,3
20,811,3
20,812,3
20,813,3
20,814,3
20,815,3
20,816,2
20,817,2
20,818,2
20,819,2
20,820,2
20,821,2
20,822,2
20,823,2
20,824,2
20,825,2
20,826,2
20,827,2
20,828,2
20,829,2
20,830,2
20,831,2
20,832,2
21,4,5
21,16,5
21,38,4
21,106,4
21,116,5
21,178,5
21,206,5
21,207,4
21,234,4
21,237,4
21,238,5
21,240,4
21,244,4
21,247,5
21,249,5
21,250,4
21,251,5
21,259,4
21,265,5
21,282,4
21,289,4
21,375,5
21,387,5
21,476,4
21,639,5
21,640,4
21,659,5
21,733,5
21,736,5
21,833,5
21,834,5
21,835,5
21,836,5
21,837,5
21,838,5
21,839,5
21,840,4
21,841,4
21,842,4
21,843,4
21,844,4
21,845,4
21,846,4
21,847,4
21,848,4
21,849,4
21,850,4
21,851,4
21,852,4
21,853,4
22,4,2
22,16,3
22,38,3
22,104,3
22,106,5
22,237,3
22,238,5
22,239,2
22,241,4
22,242,1
22,243,2
22,244,3
22,245,5
22,251,2
22,257,3
22,258,3
22,259,1
22,260,1
22,263,2
22,267,4
22,274,3
22,277,3
22,278,4
22,280,2
22,298,3
22,299,5
22,301,3
22,303,4
22,405,5
22,409,2
22,412,1
22,419,3
22,426,5
22,434,2
22,481,2
22,493,2
22,651,2
22,733,4
22,747,3
22,854,5
22,855,3
22,856,3
22,857,2
22,858,2
22,859,2
22,860,2
22,861,2
22,862,1
22,863,1
22,864,1
23,865,4
23,866,2
23,461,5
23,657,3
23,668,3
23,788,2
23,867,5
23,868,5
23,869,5
23,870,5
23,871,5
23,872,5
23,873,5
23,874,5
23,875,5
23,876,5
23,877,5
23,878,4
23,879,4
23,880,4
23,881,4
23,882,4
23,883,4
23,884,4
23,885,4
23,886,4
23,887,3
23,888,3
23,889,3
23,890,3
23,891,3
23,892,3
23,893,3
23,894,3
23,895,3
23,896,3
23,897,3
23,898,3
23,899,3
23,900,3
23,901,3
23,902,3
23,903,2
23,904,2
23,905,2
23,906,2
23,907,2
23,908,2
23,909,2
23,910,2
24,0,2
24,16,2
24,101,3
24,121,2
24,132,2
24,277,2
24,297,2
24,373,4
24,413,2
24,498,2
24,564,2
24,591,2
24,594,1
24,639,1
24,651,3
24,653,3
24,676,2
24,809,1
24,867,1
24,911,3
24,912,3
24,913,2
24,914,2
24,915,2
24,916,2
24,917,2
24,918,2
24,919,2
24,920,2
24,921,2
24,922,2
24,923,2
24,924,2
24,925,2
24,926,2
24,927,1
24,928,1
24,929,1
24,930,1
24,931,1
24,932,1
24,933,1
24,934,1
24,935,1
24,936,1
24,937,1
24,938,1
24,939,1
24,940,1
24,941,1
25,0,1
25,8,1
25,10,1
25,21,1
25,34,1
25,40,1
25,49,1
25,142,1
25,315,1
25,853,1
25,942,1
25,943,1
25,944,1
25,945,1
25,946,1
25,947,1
25,948,1
25,949,1
25,950,1
25,951,1
25,952,1
25,953,1
25,954,1
25,955,1
25,956,1
25,957,1
25,958,1
25,959,1
25,960,1
25,961,1
25,962,1
25,963,1
25,964,1
25,965,1
25,966,1
25,967,1
25,968,1
25,969,1
25,970,1
25,971,1
25,972,1
25,973,1
25,974,1
25,975,1
25,976,1
25,977,1
25,978,1
25,979,1
25,980,1
25,981,1
26,4,4
26,38,2
26,110,1
26,158,1
26,237,1
26,238,1
26,241,1
26,249,1
26,251,2
26,266,1
26,267,1
26,277,1
26,282,3
26,328,1
26,405,1
26,411,1
26,414,1
26,416,4
26,422,1
26,431,1
26,448,4
26,450,1
26,478,2
26,481,1
26,484,1
26,487,3
26,493,1
26,629,3
26,636,2
26,637,5
26,654,3
26,656,1
26,856,1
26,901,1
26,916,1
26,982,3
26,983,2
26,984,2
26,985,2
26,986,2
26,987,2
26,988,1
26,989,1
26,990,1
26,991,1
26,992,1
26,993,1
26,994,1
26,995,1
26,996,1
27,38,4
27,139,2
27,177,3
27,178,2
27,179,3
27,183,2
27,237,3
27,238,5
27,240,2
27,244,2
27,249,4
27,253,3
27,264,4
27,267,3
27,270,4
27,274,2
27,282,4
27,293,2
27,304,2
27,405,2
27,406,2
27,411,5
27,415,2
27,421,2
27,431,3
27,448,5
27,471,4
27,488,2
27,596,2
27,629,3
27,630,3
27,637,2
27,740,4
27,856,2
27,901,2
27,916,1
27,993,3
27,997,5
27,998,5
27,999,3
27,1000,3
27,1001,2
27,1002,2
27,1003,2
27,1004,2
27,1005,2
27,1006,2
27,1007,2
27,1008,1
27,1009,1
28,1010,2
28,4,2
28,5,3
28,8,2
28,16,1
28,21,5
28,26,2
28,108,1
28,176,2
28,187,2
28,238,4
28,465,1
28,484,3
28,553,1
28,704,2
28,823,3
28,828,4
28,909,1
28,922,4
28,951,5
28,978,2
28,1011,5
28,1012,5
28,1013,4
28,1014,4
28,1015,4
28,1016,3
28,1017,3
28,1018,3
28,1019,2
28,1020,2
28,1021,2
28,1022,2
28,1023,2
28,1024,2
28,1025,2
28,1026,2
28,1027,1
28,1028,1
28,1029,1
28,1030,1
28,1031,1
28,1032,1
28,1033,1
28,1034,1
28,1035,1
28,1036,1
28,1037,1
28,1038,1
28,1039,1
29,21,3
29,37,5
29,103,4
29,104,3
29,108,3
29,119,4
29,122,5
29,139,5
29,145,2
29,149,3
29,152,5
29,166,2
29,169,3
29,176,4
29,179,2
29,183,3
29,327,2
29,368,3
29,378,4
29,379,5
29,391,5
29,397,3
29,443,3
29,483,3
29,549,3
29,570,3
29,755,2
29,799,5
29,805,3
29,823,3
29,1040,5
29,1041,5
29,1042,4
29,1043,4
29,1044,4
29,1045,4
29,1046,3
29,1047,3
29,1048,3
29,1049,3
29,1050,3
29,1051,3
29,1052,3
29,1053,2
29,1054,2
29,1055,2
29,1056,2
29,1057,2
29,1058,2
29,1059,2
30,5,5
30,101,5
30,132,4
30,137,5
30,182,5
30,368,5
30,557,3
30,564,5
30,582,3
30,914,4
30,918,3
30,927,4
30,1049,5
30,1060,5
30,1061,5
30,1062,5
30,1063,5
30,1064,5
30,1065,5
30,1066,5
30,1067,5
30,1068,5
30,1069,5
30,1070,5
30,1071,5
30,1072,5
30,1073,4
30,1074,4
30,1075,4
30,1076,4
30,1077,4
30,1078,4
30,1079,4
30,1080,4
30,1081,4
30,1082,4
30,1083,4
30,1084,3
30,1085,3
30,1086,3
30,1087,3
30,1088,3
30,1089,3
30,1090,3
30,1091,3
30,1092,3
30,1093,3
30,1094,3
30,1095,3
30,1096,3
31,1097,3
31,2,3
31,8,5
31,19,3
31,21,5
31,112,5
31,122,5
31,145,4
31,148,5
31,169,4
31,174,5
31,175,4
31,176,5
31,178,3
31,340,5
31,347,4
31,366,5
31,368,4
31,380,2
31,391,5
31,461,3
31,549,5
31,572,4
31,667,5
31,799,4
31,909,4
31,1060,3
31,1098,5
31,1099,5
31,1100,5
31,1101,5
31,1102,4
31,1103,4
31,1104,4
31,1105,4
31,1106,4
31,1107,3
31,1108,3
31,1109,3
31,1110,3
31,1111,3
31,1112,3
31,1113,3
31,1114,3
31,1115,3
31,1116,3
31,1117,3
31,1118,3
31,1119,2
31,1120,2
32,135,1
32,161,1
32,394,1
32,870,1
32,914,1
32,1121,1
32,1122,1
32,1123,1
32,1124,1
32,1125,1
32,1126,1
32,1127,1
32,1128,1
32,1129,1
32,1130,1
33,1131,3
33,147,3
33,158,3
33,179,3
33,282,3
33,380,4
33,414,3
33,420,3
33,431,3
33,438,3
33,443,4
33,447,5
33,450,4
33,487,3
33,490,4
33,637,5
33,715,5
33,726,4
33,752,5
33,755,5
33,763,5
33,916,3
33,985,3
33,993,3
33,996,5
33,997,5
33,1042,4
33,1132,5
33,1133,5
33,1134,5
33,1135,4
33,1136,4
33,1137,4
33,1138,4
33,1139,4
33,1140,4
33,1141,4
33,1142,4
33,1143,4
33,1144,4
33,1145,4
33,1146,3
33,1147,3
33,1148,3
33,1149,3
33,1150,3
33,1151,3
33,1152,3
33,1153,3
33,1154,3
34,106,4
34,176,4
34,182,4
34,324,3
34,515,3
34,528,3
34,549,3
34,581,5
34,792,3
34,823,3
34,1049,3
34,1063,3
34,1102,3
34,1155,4
34,1156,4
34,1157,3
34,1158,3
34,1159,3
34,1160,3
34,1161,3
34,1162,3
34,1163,3
34,1164,3
34,1165,3
34,1166,3
34,1167,3
34,1168,3
34,1169,3
34,1170,3
34,1171,3
34,1172,3
34,1173,3
34,1174,3
34,1175,3
34,1176,3
34,1177,3
34,1178,3
34,1179,3
34,1180,3
34,1181,3
34,1182,3
34,1183,3
34,1184,3
34,1185,3
34,1186,3
34,1187,3
34,1188,3
34,1189,3
34,1190,3
34,1191,3
35,5,1
35,14,5
35,37,5
35,38,1
35,125,1
35,131,4
35,136,1
35,139,2
35,152,2
35,176,2
35,177,2
35,178,5
35,237,1
35,247,1
35,249,2
35,255,1
35,282,1
35,291,1
35,293,2
35,315,1
35,371,2
35,416,1
35,436,1
35,439,1
35,448,5
35,461,4
35,483,4
35,512,1
35,564,1
35,629,4
35,639,2
35,641,1
35,651,1
35,901,1
35,909,1
35,932,5
35,1041,1
35,1103,1
35,1192,1
35,1193,1
35,1194,1
35,1195,1
35,1196,1
35,1197,1
35,1198,1
35,1199,1
35,1200,1
35,1201,1
35,1202,1
36,1203,1
36,1204,1
36,1205,1
36,30,1
36,130,1
36,788,2
36,790,1
36,904,2
36,1206,3
36,1207,2
36,1208,2
36,1209,2
36,1210,2
36,1211,2
36,1212,2
36,1213,2
36,1214,2
36,1215,1
36,1216,1
36,1217,1
36,1218,1
36,1219,1
36,1220,1
36,1221,1
36,1222,1
36,1223,1
36,1224,1
36,1225,1
36,1226,1
36,1227,1
36,1228,1
36,1229,1
36,1230,1
36,1231,1
36,1232,1
36,1233,1
36,1234,1
36,1235,1
36,1236,1
36,1237,1
36,1238,1
36,1239,1
36,1240,1
36,1241,1
36,1242,1
36,1243,1
36,1244,1
36,1245,1
36,1246,1
36,1247,1
37,1248,4
37,1249,5
37,1250,4
37,970,3
37,1017,4
37,1251,5
37,1252,5
37,1253,5
37,1254,5
37,1255,5
37,1256,5
37,1257,5
37,1258,4
37,1259,4
37,1260,4
37,1261,4
37,1262,4
37,1263,4
37,1264,4
37,1265,4
37,1266,3
37,1267,3
37,1268,3
37,1269,3
37,1270,3
37,1271,3
37,1272,3
37,1273,3
37,1274,3
37,1275,3
37,1276,3
37,1277,3
37,1278,3
37,1279,3
37,1280,3
37,1281,3
37,1282,3
37,1283,3
37,1284,3
37,1285,3
37,1286,3
37,1287,3
37,1288,3
37,1289,3
37,1290,2
37,1291,2
37,1292,2
37,1293,2
37,1294,2
37,1295,2
38,656,5
38,790,4
38,867,5
38,868,5
38,872,5
38,878,5
38,892,5
38,897,5
38,904,4
38,907,4
38,1213,5
38,1217,5
38,1296,5
38,1297,5
38,1298,5
38,1299,5
38,1300,5
38,1301,5
38,1302,5
38,1303,5
38,1304,5
38,1305,5
38,1306,5
38,1307,4
38,1308,4
38,1309,4
38,1310,4
38,1311,4
38,1312,4
38,1313,4
38,1314,4
38,1315,4
38,1316,4
38,1317,4
38,1318,4
38,1319,4
38,1320,4
38,1321,4
38,1322,4
38,1323,3
38,1324,3
38,1325,3
38,1326,3
38,1327,3
38,1328,3
38,1329,3
38,1330,3
38,1331,3
38,1332,3
38,1333,3
39,14,5
39,38,2
39,103,5
39,122,3
39,131,4
39,133,4
39,139,5
39,140,2
39,153,4
39,170,4
39,174,3
39,177,2
39,178,5
39,237,3
39,238,3
39,240,4
39,251,3
39,268,2
39,327,2
39,328,5
39,375,3
39,422,2
39,461,2
39,484,2
39,488,4
39,639,3
39,912,2
39,916,4
39,998,2
39,1002,2
39,1041,4
39,1334,5
39,1335,4
39,1336,4
39,1337,3
39,1338,3
39,1339,3
39,1340,3
39,1341,3
39,1342,3
39,1343,3
39,1344,2
39,1345,2
39,1346,2
39,1347,2
39,1348,2
39,1349,2
39,1350,2
39,1351,2
39,1352,2
40,2,3
40,5,5
40,7,2
40,13,5
40,14,4
40,19,3
40,29,4
40,30,3
40,33,2
40,37,4
40,38,3
40,103,5
40,139,4
40,156,3
40,176,3
40,178,3
40,179,2
40,187,3
40,227,2
40,255,3
40,277,5
40,278,3
40,280,2
40,327,5
40,425,2
40,436,3
40,553,2
40,695,5
40,704,3
40,855,2
40,959,2
40,1049,3
40,1050,5
40,1353,5
40,1354,4
40,1355,4
40,1356,4
40,1357,3
40,1358,3
40,1359,3
40,1360,3
40,1361,3
40,1362,2
40,1363,2
40,1364,2
40,1365,2
40,1366,2
40,1367,2
40,1368,2
40,1369,2
41,1370,2
41,866,2
41,16,2
41,101,2
41,112,5
41,139,3
41,164,3
41,175,2
41,176,5
41,183,2
41,368,4
41,386,3
41,512,4
41,559,2
41,564,4
41,565,2
41,580,3
41,656,4
41,657,4
41,667,2
41,668,2
41,685,4
41,802,5
41,816,2
41,867,4
41,868,2
41,907,2
41,914,4
41,932,2
41,1070,4
41,1082,2
41,1169,3
41,1328,2
41,1371,5
41,1372,4
41,1373,4
41,1374,3
41,1375,3
41,1376,3
41,1377,3
41,1378,3
41,1379,3
41,1380,3
41,1381,2
41,1382,2
41,1383,2
41,1384,2
41,1385,2
41,1386,2
41,1387,2
42,38,5
42,110,4
42,237,5
42,238,4
42,240,2
42,241,4
42,242,4
42,244,2
42,249,5
42,251,2
42,255,5
42,259,3
42,269,3
42,274,2
42,281,2
42,282,2
42,298,4
42,411,5
42,416,3
42,493,4
42,591,3
42,596,5
42,651,5
42,734,2
42,737,3
42,739,2
42,742,3
42,749,5
42,1388,5
42,1389,5
42,1390,4
42,1391,3
42,1392,3
42,1393,3
42,1394,3
42,1395,3
42,1396,3
42,1397,3
42,1398,3
42,1399,3
42,1400,2
42,1401,2
42,1402,2
42,1403,2
42,1404,2
42,1405,2
42,1406,2
42,1407,2
42,1408,2
42,1409,2
43,38,5
43,237,5
43,238,5
43,239,4
43,240,3
43,241,5
43,244,5
43,248,4
43,249,5
43,250,4
43,251,3
43,255,5
43,263,5
43,269,3
43,274,5
43,276,3
43,277,4
43,279,3
43,282,5
43,293,3
43,298,5
43,301,3
43,408,5
43,411,5
43,414,5
43,416,5
43,425,3
43,434,3
43,448,4
43,492,4
43,596,4
43,629,3
43,631,4
43,636,4
43,651,5
43,749,5
43,856,3
43,982,4
43,987,5
43,992,4
43,1001,3
43,1388,5
43,1410,4
43,1411,4
43,1412,4
43,1413,4
43,1414,3
43,1415,3
43,1416,3
43,1417,3
44,131,3
44,179,5
44,206,3
44,237,5
44,238,5
44,240,5
44,241,5
44,242,4
44,243,3
44,247,4
44,248,3
44,249,4
44,251,4
44,253,4
44,259,5
44,266,3
44,267,5
44,274,4
44,282,5
44,293,5
44,405,4
44,406,5
44,411,5
44,414,3
44,415,3
44,416,5
44,419,3
44,425,3
44,448,3
44,473,5
44,475,3
44,490,4
44,630,3
44,631,5
44,636,5
44,651,4
44,737,3
44,741,3
44,851,3
44,856,5
44,922,5
44,987,3
44,1197,3
44,1416,3
44,1418,5
44,1419,4
44,1420,4
44,1421,4
44,1422,3
44,1423,3
45,4,1
45,16,5
45,38,2
45,106,1
45,125,1
45,129,4
45,169,3
45,176,1
45,179,1
45,195,1
45,207,1
45,214,1
45,232,2
45,237,1
45,238,1
45,244,1
45,248,1
45,249,1
45,289,4
45,328,1
45,425,1
45,461,4
45,483,1
45,525,1
45,629,1
45,651,1
45,683,1
45,837,3
45,895,1
45,901,2
45,909,1
45,922,1
45,1381,1
45,1424,5
45,1425,5
45,1426,4
45,1427,3
45,1428,1
45,1429,1
